customer_id,name,email,phone,signup_date,country,state,city,customer_segment
13c79610-e7df-49de-9310-706e5729f067,David Shah,michaelcamacho@example.org,(843)421-1986x3085,2024-02-29,US,South Carolina,West Garrett,new
6ccabf87-5a51-4576-827e-32dee774ae4a,Lance Mcdonald,uwhite@example.net,+1-944-712-3590x678,2022-03-27,Canada,New Brunswick,Sanchezhaven,vip
9dd17095-a451-48cd-90c8-aa3a879c513a,Kathryn Kane,gingram@example.net,7184513177,2024-03-29,US,Iowa,West Williamchester,new
ff9ac045-0a1d-4e5e-8430-e9bbe4f738d5,Daniel Barrett,david81@example.net,001-714-854-3080x6129,2023-07-26,US,Minnesota,Carrillohaven,active
9f01a136-6844-4c86-bbae-e33307678df1,Ryan Smith,jamesschneider@example.com,705.620.2868x725,2022-08-29,US,Louisiana,New Lauren,active
f412eab6-e513-469e-a254-7f91ed01f703,Stephen Wells,peter30@example.net,362-472-7995x0377,2023-08-08,Canada,New Brunswick,Lake Erichaven,active
89163df0-bd29-46e3-8634-8bb5b3ab3ca2,Anthony Green,gcarpenter@example.org,(283)204-0679x7425,2024-01-07,Germany,Hesse,New Meganton,active
75da07d1-138a-4489-a4fd-b4f9b8d68e79,Melissa Cross,kruegerheather@example.com,(304)823-6119x2741,2022-07-30,US,Utah,Nelsonview,dormant
da511b54-eca0-4f17-bafc-09f4da569992,Ronnie Anderson,elizabeth45@example.org,8926755637,2023-04-11,UK,Northern Ireland,East Paulhaven,dormant
fae42c58-482c-4588-8f7e-095b343898e5,William Hammond,betty53@example.com,001-773-218-0228x0666,2022-06-07,US,Alabama,Matthewborough,active
1515a6e2-869c-42a0-88fd-f72eab5da3ac,Paul Brown,codytaylor@example.org,200-703-9784x35192,2022-06-27,US,Nevada,Robinsonstad,vip
49979648-8c3f-485e-9f2f-00f4ac03d4cd,Kathleen Taylor,thomasgraham@example.org,(846)849-3757,2024-04-20,US,Indiana,East Kevinborough,new
489ea9ac-f64a-4f17-84e1-a2efcdefd755,Jesse Marquez,anthonyjason@example.net,644.218.7875x4275,2023-11-15,Canada,British Columbia,Greenview,active
c471c6e7-12f3-4f27-8c9a-2f2575a809c9,Janet Todd,rsanchez@example.org,684-806-7646x775,2022-02-08,UK,England,North Briannamouth,active
3c991bd4-46fe-4a0c-bc7a-c117335152fa,Jennifer Delgado,robert70@example.com,593.914.9241,2022-09-19,US,Alaska,East Kelly,active
58aea400-06e7-405e-9f77-a5753b18fa4a,Ariana Oconnor,gonzalesjanet@example.com,648-773-1023,2023-11-04,UK,Northern Ireland,Lake Meghanside,active
038c10ae-ddb1-4e4a-9a31-cd9e4f81c9bd,Christopher Keller,catherine11@example.net,977.502.9222x328,2023-12-30,Canada,Alberta,West Lindseyshire,active
694ca800-2a62-442d-81c1-8d9917dfe1a5,Margaret Fields,johnsonalyssa@example.com,(522)589-2696,2023-11-02,US,Ohio,Ponceland,active
f1f11a61-9cb6-47c7-8834-8819657b6582,Tim Chavez,lerebecca@example.org,001-751-202-9469x1788,2023-11-01,US,Virginia,Taylorview,active
40f7a946-838d-4fef-bbde-71a374fd6f74,Johnny Johnson,awalsh@example.org,871-749-5849,2023-08-17,Canada,Nova Scotia,New Zacharyfort,active
71fe83c2-4804-42c9-b7d0-40dce903ff1c,Richard Jenkins,mlee@example.org,+1-939-714-5884x8866,2023-09-21,US,Alaska,West Blake,active
5c2e21a1-7e06-4984-9dcc-7f8374d3daba,Grace Taylor,qhaas@example.net,001-668-926-4195x397,2022-06-01,US,South Dakota,Danielleborough,dormant
af94a0bf-510a-4b97-b666-05fa9bf87274,William Obrien,dunnchristopher@example.net,(968)465-1990x30465,2024-04-28,Canada,Nova Scotia,Lake Spencershire,new
c1bdb774-56d3-4b5c-9130-f35d4aca2846,Cesar Hughes,opatterson@example.org,(912)339-3116x6386,2022-12-15,US,Minnesota,Stuartside,active
4ceb54d0-7aa0-46fa-b9e0-5a103fe8d1c5,Jennifer Hawkins MD,xruiz@example.com,+1-904-856-9293,2024-01-02,UK,England,Pattersonstad,active
562d7c0c-c5aa-459a-af4e-d9cb61eb8b8f,Travis Roberson,christopher29@example.com,361.544.0654x082,2023-09-16,UK,England,North Johnview,active
98626665-c368-4bfe-ae6a-9c68dcf40582,Kevin Harrison,ambercollier@example.com,605-256-3972x514,2022-03-03,US,West Virginia,Reedfort,active
e5643a23-7baf-41e0-bf5f-09208269f289,Justin Ortiz,schultzbeth@example.net,386-212-2544x385,2022-07-06,US,Pennsylvania,Ericton,dormant
c3da493c-44ea-47b9-838f-129470db0806,Mr. Timothy Edwards,morenogabriel@example.com,+1-686-639-3364x508,2023-06-24,US,Iowa,Geraldfort,active
563a4e64-868a-4f8c-b9d6-bf76cef8f4c2,Elizabeth Davis,ronaldtaylor@example.com,661.563.7802x741,2022-01-07,US,Minnesota,Brownshire,active
d7f1fbce-34f6-431a-831b-0932ad165ed3,Steven Brown,julieward@example.net,+1-946-673-6926x287,2023-12-08,Canada,British Columbia,South Michael,vip
85e6ac54-dfd6-4c62-9415-4e1d1c3dc1bd,Jared Zavala,ernest23@example.com,001-715-728-3253,2023-04-15,US,Oregon,Markhaven,active
f1ecb045-a852-4eb2-bb37-2389dbeb8db5,Chris Bowers,robert37@example.net,+1-255-402-3607x8355,2024-03-07,US,Utah,Luisville,new
f461704f-ef38-4400-9a3f-f51539f5598a,Brett Wells,brandonhicks@example.net,334-243-1139,2023-10-27,UK,Northern Ireland,North Kevinbury,active
a02cc18d-81bf-4949-b625-5d6a6103e556,Natasha Davis,hartshane@example.org,+1-563-664-7838,2023-03-19,UK,Wales,Yodermouth,churned
2bf39097-0bf2-4fc3-b2f3-818bf1a031ad,Linda Phillips,tonyjohnson@example.com,6537267699,2022-01-23,UK,Wales,North April,active
6098fd16-d6f1-41de-ad44-f3e81f914dd6,Christian Davis,hannah68@example.org,2278637785,2022-09-30,US,Iowa,Williambury,dormant
48848f3c-1b69-463a-9063-a927bc8ff7c0,Denise Rodriguez,isabella86@example.org,494.491.0098,2022-10-04,US,Alaska,Dawnville,dormant
ea6e9c20-23c2-4682-aef5-1f9b89ef4dac,William Garcia,sdean@example.net,(464)364-9010x99331,2022-02-25,Canada,British Columbia,Marksview,dormant
adbed855-78db-4802-bd62-5513466609a1,Eugene Sanchez,gonzalezjennifer@example.org,001-992-522-9657x567,2022-10-26,US,Kansas,East Christine,active
ba05d267-f61f-4489-8ff5-ef22c502d1d9,Paul Contreras,shannonpollard@example.net,711-878-0581x09794,2023-11-28,US,Rhode Island,Kellybury,active
94cf64d1-7de0-4f58-bdb7-1d849a711901,Jason Edwards,michelleanderson@example.org,7435075799,2022-08-24,US,Missouri,North Nathaniel,dormant
4cdc40c4-78d0-4fbb-a563-e488eccc179f,David Thomas,ghooper@example.net,740.633.6267,2024-04-11,UK,Wales,South Jermaine,new
4be39f5b-f970-406e-a161-72a345f5c305,Dennis Gallegos,murphyjack@example.com,831.269.3060x216,2023-06-08,US,Oregon,New Edward,vip
efec099a-28f2-406d-af40-cd258fc066dd,Tracy Jensen,uvalentine@example.net,951-842-1827,2023-09-26,US,Utah,South Williamberg,active
3fe48d95-d40e-4a20-958c-81dff9afcf46,Angela Reid,brianparsons@example.net,(825)492-5333,2022-09-03,Canada,British Columbia,Melissatown,churned
ef8c196f-273e-4e3c-8b99-687e378367d8,Francisco Lozano,erik69@example.com,+1-250-661-3422,2024-03-09,US,Connecticut,Haroldshire,new
3b7c1395-72e2-40ac-b012-be50cd824a0d,Elizabeth Reed,susansmith@example.org,853-618-0309,2023-06-06,US,Montana,Port Traceychester,active
0b6c39e0-8c4c-4f66-8806-8c90db05fa5e,Laura Love,williamobrien@example.com,729.684.8407x0180,2023-10-02,US,Washington,Andrewhaven,active
63bd59ec-e46e-4d8c-b803-450de8c8dba9,Kyle Cantrell,tony73@example.com,+1-562-499-1213,2023-07-19,Australia,South Australia,Bruceburgh,active
a0228460-77e8-4edc-b97f-14dab3d9bed1,Angelica Moran,sheltonkristina@example.org,001-973-961-8890x229,2022-08-23,UK,Scotland,West Cory,vip
9668ef01-8ca7-4718-940f-b56d3cee784b,Pamela Meadows,traceypena@example.org,280.220.8552x32551,2022-01-24,US,Maryland,East Davidport,vip
ff9a9586-7d89-4986-afd0-b20ab9d02770,Darin Torres,kingsteven@example.net,810.507.9874x606,2024-03-05,US,Ohio,Jasonview,new
67f3f05c-cc51-45f6-8ada-875921215777,Cassandra Norman,cmorse@example.org,001-347-303-3726x743,2023-12-05,US,South Carolina,Jesusberg,active
32f7aad0-fad7-4194-a489-858c3aed9c66,Erin Juarez,arroyomichelle@example.com,001-769-328-7310x8935,2022-02-20,UK,Wales,West Kathyton,active
3bd168a1-74d6-4c37-b293-0ed057261425,Joseph Kennedy,browntammy@example.com,001-345-498-8087x8561,2022-04-09,US,New Hampshire,South Christopher,active
0024ef3b-9f46-4b6c-bd23-0ca1ed88d4e5,Kara Contreras,richard67@example.org,+1-276-369-2892x298,2022-10-20,UK,Wales,Moralesburgh,active
04b9f770-c9bc-46cc-9b95-18ff01c7b38f,Ann Burke,butlerdonald@example.org,853-229-4110,2022-12-27,Germany,Hesse,Jenkinsmouth,dormant
b90b6ae4-f6f4-42ad-b219-cab0c872a816,Steve Byrd,brandon12@example.org,605.479.9997,2023-07-20,US,Mississippi,South Catherineberg,active
dfb4d804-80b3-4d76-b7d8-398eacf372f5,Joseph Coleman,robert40@example.com,952-482-7065,2022-03-12,US,Arkansas,Wileyview,vip
b9cfc4e5-f0ea-4f7e-a69a-528912d7b2ba,Kelly Diaz,hjones@example.org,+1-841-880-7207x5829,2023-11-21,Australia,South Australia,Westfort,vip
3c2dd53c-65ba-4ffc-96b3-f135cb4db599,Sonya Smith PhD,dwood@example.net,614.936.2804,2023-01-06,Germany,North Rhine-Westphalia,Mikeland,active
12e1208c-266c-4391-a88f-c79881fd785d,Joshua Steele,friley@example.org,742-498-5729x608,2024-02-09,US,Delaware,West Ashlee,new
4b92eddc-5bf3-4aa1-8e2e-e91c0f44c03b,Gregory Grant,lawrencejamie@example.com,942.619.3193x994,2023-03-07,US,Texas,Crawfordchester,vip
9b92f095-ef79-44ad-9f48-b93688dece25,Ana Underwood,fcain@example.org,248.937.2227,2023-02-24,US,Kentucky,South Tyler,active
faa30191-e834-4072-ba7d-99bb8ec39145,Sheila Moran,ericpeters@example.org,524-849-6904x348,2023-04-27,US,Alabama,South Jessicashire,dormant
9f2292df-a341-446f-8ee0-451a2b17b0e5,Norman Wagner MD,kevin03@example.org,(425)621-3014,2023-10-29,US,Louisiana,East Patriciatown,vip
dbb50ca7-f392-45a3-95fc-2919014dcee0,Scott Harris,gknight@example.net,759-266-2147x39350,2023-06-26,UK,Northern Ireland,Lake Kelseyview,active
bc2db1aa-ad75-4c24-88a7-d62f2eb33f47,Logan Pearson,edward99@example.org,+1-547-977-1519,2023-07-03,UK,England,Foxland,active
ec151f56-80bd-4125-8ad7-18468e494aab,Christine Jenkins MD,clee@example.com,(365)517-0120x8019,2023-09-22,US,Nebraska,Smithchester,active
35478536-7740-47b2-84f8-bc501ceb1fb8,Crystal Rivas,ngardner@example.com,486.295.2548x800,2023-01-17,US,Arkansas,Bradleyfort,active
69b7809e-f2fd-4e6f-9f93-af5405829637,Jeffery Thomas,oholden@example.net,(561)475-8736x09397,2022-02-06,UK,Scotland,Gillport,dormant
f4c3cb7e-be58-4e40-9e10-73a909693778,Lisa Whitehead,bridget73@example.org,7834637736,2022-02-05,US,Wisconsin,Tarachester,dormant
4abd67b0-664a-4049-9ddd-f9f30f4542c2,Anita Fischer,sarah01@example.org,678.662.6045,2023-05-12,US,North Dakota,North Sarah,active
1d6b6ac1-08e4-4b34-a98f-634978a57778,Robert Bridges,nathanhoward@example.com,9097407798,2023-11-04,UK,Scotland,East Nicholasfort,active
07b4e19d-261b-4e99-b6de-fad079d7d1d1,Cody Delacruz,itodd@example.org,+1-817-380-4477x3235,2023-12-21,UK,Wales,East Meghantown,active
ef7ffc4f-13aa-4843-8838-38e09805bd8a,Jared Terry Jr.,rebeccamurphy@example.net,(494)598-2249,2022-02-07,US,Delaware,East Amy,active
1d13d60d-8223-4961-b679-208d4fe4f126,Seth Knapp,sweeneycharles@example.net,518-755-5703x205,2023-06-20,US,Montana,Jonesmouth,active
56fb0e78-fee1-4ccc-a361-8022b5c5bd0d,Shaun Williams,smithelizabeth@example.com,001-551-677-4562x9005,2023-08-02,US,North Dakota,West John,active
8aa03030-bd6f-4181-9501-54bfc1260faf,Marissa Scott,stonemichelle@example.net,(506)227-5102,2024-02-04,US,California,Marthaberg,new
a44f057b-1830-4800-9fa1-8e61907c47a7,David Young,tina86@example.net,+1-860-445-4867x58130,2022-03-29,Canada,Quebec,Port Jessicaberg,active
d25bf9d9-a2d8-49eb-b520-f41c2146b002,Michael Olson,casey72@example.net,+1-415-491-7175,2023-02-01,US,Rhode Island,Francesberg,dormant
72a1dbfe-e9dd-47ee-b1da-cd827b5ff40e,Reginald Hartman,rodriguezgary@example.com,(557)941-4708x86232,2023-11-25,US,Iowa,Huynhfort,active
bfc00672-9570-4b24-845f-2721ac16580c,Sharon Brown,baxterallison@example.com,001-231-905-5405x013,2023-05-02,US,Rhode Island,New Yvonnestad,active
3bcc1ea3-d46d-4754-932e-487abaad8967,Daniel Hernandez,dmiller@example.com,579-212-0674x800,2023-09-19,US,North Carolina,Solomonburgh,active
e9fa39b5-7e54-45f9-9766-fd33eb31f8c7,Cole Clark,emily67@example.org,8718043099,2023-11-12,US,Texas,New Leah,active
4a9c434c-9c1f-4472-b2fd-dff6594bbc7a,James Barton,robinsoncathy@example.net,001-488-774-2481x802,2023-08-23,US,Michigan,Parkerton,vip
f7d93bb0-b87b-4c36-a5c1-21e60bfcb1cc,Brittany Jensen,ashleykennedy@example.net,980-351-9606x407,2023-12-11,US,Tennessee,Smithchester,active
741e7b87-e85f-415f-a9b6-d8643f7e9098,Elizabeth Cox,rebeccamarks@example.com,(821)734-5809x121,2024-04-25,US,Maryland,Port Alex,new
891c51b2-7e5b-4bbf-9084-7a0e23027890,Chris Arnold,smithdarryl@example.net,795-997-9758x2359,2022-09-03,Canada,Ontario,Rogersview,active
c9bad0a2-715a-483e-b079-faf9625d06cc,Michelle Garrett MD,morrisjeff@example.com,+1-548-318-5560x048,2024-03-30,US,Alabama,Rodriguezchester,new
046207b2-0840-4d28-a8fc-5ea9166dca2e,Bobby Camacho,erindelgado@example.com,545-730-7207x1011,2023-01-13,US,Oklahoma,Bowmanstad,active
079ce70c-3cb6-4521-8809-2faff8701e47,Jacob Small,brianfarrell@example.org,887.740.2210x715,2022-02-06,Australia,South Australia,Jaredside,active
1e475fd2-d99b-479e-bffb-44352b2a5211,Mark Frazier,castillocynthia@example.com,+1-775-204-2638x7812,2023-09-25,US,Michigan,Port Monica,vip
48363c09-6497-4ba0-bcf4-09e8bb453631,Michael Chapman,rpetty@example.com,(454)900-2320x99140,2023-02-06,UK,Scotland,South Kerri,active
1899a723-ca24-478f-b85c-b2f3676590b7,David Walker,morriscarol@example.org,+1-586-725-7476,2023-08-03,Canada,Quebec,Walkerport,active
