return_id,order_id,product_id,return_date,refund_amount,return_reason_code,processed_by
aadb8445-f0b2-46eb-b1a0-b2bb7cccb389,a51806a1-3e2c-426a-9be5-0f0e1c069db0,d6e975df-5485-4e7d-9a0b-dc9517c1afa1,2024-03-23,719.5,FIT_ISSUE,Robert Payne
88d4e39f-e9fc-4cb2-a018-09c1ca42b9b1,93070c0c-0cfb-4ad0-9341-c8924f246b86,f65774c5-71de-4176-8168-60253a1d6dab,2024-03-07,265.38,BUYER_REMORSE,Tara White
160a1ce2-1c5a-4c8d-a202-c7feaabc8fa8,c2b1d445-bc86-456e-a685-144ff3c42a37,910893fc-6864-47ba-8a2e-be7408706295,2024-03-11,121.64,DAMAGED_TRANSIT,Jamie Norris
86645b1d-a97e-4a4f-b349-bdd5bc7a279a,a4f29a45-eed5-4c61-aaea-b5390dc615a5,37b0d4af-bf2e-4a1f-b393-7d7961e24840,2024-02-19,344.58,NOT_AS_DESCRIBED,Kevin Jones
c690c93e-0289-4a7d-adef-34f71d29620e,ab430beb-3307-477f-a123-ba2e799e081b,27cae104-346f-4330-8c67-ba171324951a,2023-08-02,1842.46,BUYER_REMORSE,Carrie Harris
e600d33b-68c6-4e99-8094-bc06e0fdd0a1,bf194d58-ab88-450a-b335-77e9716abdd9,f5a7aec7-4277-4b6d-8eb1-d2da1b54ad87,2024-03-02,403.35,BUYER_REMORSE,Gabriel Reeves
f67d379f-058f-482a-8a9d-3391ddbcd91c,9c08c48a-f959-4172-8847-1f1271f216d0,d34725b3-37c1-4256-bf16-8f58bb5c1455,2024-03-27,1008.24,LATE_ARRIVAL,Hannah Molina
1fb7704c-2c0b-4a69-867c-d3460367d11a,77c7c41e-eb19-4166-bbb7-9ebd6dd45308,982f3205-6282-4843-8fa2-5eedfa2d501a,2023-02-28,411.47,DEFECTIVE,Christina Stevenson
ecd1d694-c670-4763-80f6-8ae7dbf03a81,fb173562-4e36-4b7b-a620-af87abec51a1,b3da944b-7690-4db6-9572-a720231c8104,2023-11-10,159.95,DEFECTIVE,David Oliver
eab17ad5-6d41-4b35-bf41-da99621f627d,c53a9389-df1f-4f68-99d5-8b91f3e7e4e9,ad80aac3-b677-4595-90e2-c5a776b5b30f,2023-08-15,109.68,NOT_AS_DESCRIBED,Kayla Wood
77245b76-865d-43c8-b35d-e3dee3ced7a3,d0174ecb-24c5-431d-8a56-de8820d0ecd5,e7962ec1-d422-4b5e-b19b-caf7f671d924,2024-04-30,85.84,NOT_AS_DESCRIBED,Damon Briggs
e4f742a6-9556-4996-ae94-466895b31708,7158807f-f940-4586-b2e4-1505b682802e,0789a6bf-c2e3-474d-a77f-0d2875a95df8,2023-05-27,262.71,DAMAGED_TRANSIT,Eric Robinson
bbb7744b-eae9-48b7-adb1-4ac6f5e46057,049a7fa6-b9c2-43bd-9c7a-e62d638bc9fa,ddcb4f2b-20fd-481b-babd-0cd14bd4fa8f,2023-07-30,242.0,DEFECTIVE,Austin Gray
6177b6c0-f1e8-4e42-ade0-1cc1ed48c725,e2f64f1b-838b-4119-8a2e-3e765e972fd8,4c1ed3b7-dfe4-4ffd-9e13-7422c1144974,2024-04-30,10.17,FIT_ISSUE,Ryan Hall
db056147-29ff-49b6-aaf8-5b3cbb5140b7,12f72a5d-e66e-4e54-b23e-ebdb190dddab,5271ddac-e350-4ae7-8a45-27e173089a33,2023-03-04,1768.23,DEFECTIVE,Kristin Jones
20385bda-dabd-4734-b7dd-15bab2412c45,dbe83634-4ac9-4fb9-826a-5b914a6f708a,a7f98613-bf7f-41ce-bd40-0b4563a73edd,2024-04-30,129.99,FIT_ISSUE,Mike Williams
e9b56fd7-9e8b-4dc9-9fde-4d0231291ff1,bdcb7837-cdfc-4de0-9309-f662b4e02620,7034980c-5175-4a20-a427-2d71bc795b8e,2024-01-06,43.64,NOT_AS_DESCRIBED,Alicia Williams
2720a1dd-bb57-4470-8017-f44367ae0034,81bf85b8-7eff-4691-bf19-208866aa112d,0caafa3a-e804-4fd2-a336-d669f900feb3,2024-04-30,427.32,BUYER_REMORSE,Helen Faulkner
225990fb-a0cb-4ff4-9d81-f7017784820c,c9c1e5e7-2b75-4390-baf8-b698b0d7a7c6,057951fe-ef28-41c2-b44a-00387c707044,2023-11-26,133.14,FIT_ISSUE,Katherine King
ba159e2f-69b5-48c6-b38b-41999af119f7,059ece42-965e-45de-8a18-11ec6b26c7d9,fd8328e8-646b-44cf-8fc9-b9f472eef9e3,2024-04-08,81.98,FIT_ISSUE,Erica Walker
a2c3c2a6-991f-4fc8-9355-6b56bf316fab,1f70a05b-4d2b-4f08-8e63-5df5eae3182d,83f5636f-3abe-4336-b567-6271fc97c273,2024-04-30,172.37,BUYER_REMORSE,Johnny Oconnor
7649ba48-581e-4d59-9df2-2a9fc92ff8cd,19645be7-59d5-4826-96f6-189b5ed94508,fb735cda-d8c7-4bdd-8c90-15a324f25e17,2024-04-18,93.31,FIT_ISSUE,Caitlin Escobar
17497ffc-ef09-4634-8860-a8c7d967aeb6,4b4334c1-57d9-4666-8d80-a9a7470b3768,8f3038e6-d7f9-4e75-b17a-8e7b03977f54,2023-08-02,75.08,FRAUD_CHARGEBACK,Amanda Robinson
f68ff2f8-4a15-47f8-8fe4-716570753cb0,0bf9ca77-e33e-4790-80db-fd03d5c90e3c,f8933d0d-66b3-4e9e-b87d-951241e43a40,2023-06-03,17.43,BUYER_REMORSE,Megan Young
d7d3db88-e4a1-4639-bb66-6d84cc390a06,28a72d4f-c7de-4347-bce6-fffd433a3063,8621ca6f-3cf7-470b-9ce2-458dca333210,2023-08-17,4833.59,NOT_AS_DESCRIBED,Michelle Moore
9998ed25-605e-4586-87ae-c5065e2d246c,cecee48e-6866-47b5-b44b-787173e5eecc,5883ac32-443c-4803-b4bd-d67a6a1b49dc,2023-09-22,272.01,LATE_ARRIVAL,Javier Smith
6fb9767c-b379-4cec-826d-3e5fbaefb3b1,5bdf7b3c-b296-4e02-bf3e-a3096f0c4bda,000d2c1b-140c-4718-8b37-13f0e3c94e40,2023-11-19,41.98,FIT_ISSUE,Jeffrey Thomas
2cc792e9-67a5-45e6-8cc1-ee86b3edb573,f83a756f-fe2e-47a8-880c-3616a987e64e,70cf4e8e-f414-4e00-80ff-1d9a0f3c2036,2023-02-28,1034.23,NOT_AS_DESCRIBED,Michael Reed
39d58662-5c61-4c3e-aa50-d5fa74252b13,91161d18-0b1d-456d-bfa7-5a19a6a66164,239a746e-2d72-468b-b1ef-755889f731ff,2024-03-29,13.27,BUYER_REMORSE,William Sharp
ee633b4e-fcf1-4c55-b209-4386bd9162d0,d2b3b45f-6b6b-456c-bc85-90cbd4fe0240,8f822177-111f-47fb-87de-04ebb3f36f51,2024-04-30,113.2,FIT_ISSUE,Alec Robinson
e3255fe1-66a8-4819-9b06-acd819fb07c0,f32c1dd2-a6ff-4fd9-a3c6-ec3006eb9560,ba90976a-60d7-4b5a-96fe-a0aba404ed21,2024-03-02,54.17,NOT_AS_DESCRIBED,Kristopher Jones
37f210cc-ffc8-46b2-b11a-7cb2b8a3b54c,c518a566-bcaa-4325-a2a7-93c3d8794cbd,e77fc452-7ea1-4c26-85e4-04d1440c3b0e,2024-04-30,11.37,DAMAGED_TRANSIT,Louis Nelson
76079d7c-f348-405e-9edd-156f2d16e6fc,5782da0d-b3ab-49e0-9832-15745b3263eb,24e38391-f041-403c-bf06-7f7b6f0a36b2,2024-04-16,100.4,BUYER_REMORSE,Hector Griffin
8c6a319a-cf07-45c0-a078-01139f405b04,a39a6f90-1349-437e-bd78-caf8814bef8a,cb59f795-7530-47ee-98ae-221c2c5803ab,2023-10-25,706.32,NOT_AS_DESCRIBED,Michael Hall
efceb1be-a573-4739-bbe1-4332a7103320,c9a242f3-b002-47e7-95f8-0c330f4f60f9,f09f7530-7995-4cfd-b989-cca368939190,2023-08-25,16.23,BUYER_REMORSE,Sara Abbott
d4d388e3-31e4-46d3-9c1f-949baad30659,84155393-f2f8-4e34-aa5d-df3aec4428a1,2128d077-6c23-4e42-a99f-af8d33664fcc,2024-04-30,174.38,WRONG_ITEM,Sharon Booker
6a63bd79-c5fb-4492-9623-395cad01e38a,70293f8d-a3c5-45c7-bf16-cbe5387bc082,80b58464-def5-413b-8fba-97581ca17ffb,2023-02-27,64.85,FIT_ISSUE,Michele Harmon
93a93b9a-420b-473a-9710-49c0cae8dea6,bb4002a9-74bd-4c1c-990a-8e109dfb7660,8e0bf3ac-bf94-43dd-841f-aa513cf8d6b4,2023-08-03,247.15,BUYER_REMORSE,Michael Rogers
29bbb9a2-2dd2-4098-96ce-b900ee6cab00,da93daf9-3a65-4a32-850d-7e86741cd0b7,e148ba6d-c893-40b7-b139-258ff19941a0,2024-04-30,170.85,DAMAGED_TRANSIT,Melissa Stevens
79887f4b-50bc-49c1-aaaa-6a537ae79d8c,168a536d-74dd-4ab7-992e-c4286d8837cc,85b8a7f6-ffd3-45dd-b97b-023dd82eed8a,2024-04-30,21.33,FIT_ISSUE,Charles Garza
3134d47d-69e0-48f5-8b19-7710cf96e79f,49c88b8e-ad47-4587-941e-95db5f77e6a7,8cdc1e2a-8df1-4f84-809c-8a93e3536928,2024-04-30,203.84,DAMAGED_TRANSIT,Amanda Lewis
c440fa54-e037-44b3-b21b-f0a2ba07e935,a183fe1d-bc7b-4a35-8ac3-df4c498582e4,a64b5f9c-2887-49ce-a3b1-f17d36492545,2023-08-21,93.42,FIT_ISSUE,Andrew Beard
af5a7bde-9722-44ac-83e5-7f878bf93bb8,6a64534d-e4cb-471f-9ab0-449bba86fc41,8184a3d9-ad87-45dc-8bbb-868099fc9ef7,2024-03-17,111.21,NOT_AS_DESCRIBED,Nicole James MD
